municipio,apropiaciondolar,consejocomunal,ejecucion,uribista,pctopo,priorizado,poblacioncienmil,nbi
m365,0,0,0,1,16.21439171,0,0.3088360131,86.51000214
m366,3.337416887,0,0,0,20.22877312,1,0.2603340149,68.40000153
m367,0,0,0,0,17.25738335,0,0.1471839994,73.02999878
m368,0,0,0,,58.84210587,1,0.128136009,56.90999985
m369,0,0,0,0,15.56381702,0,0.3176699877,70.62999725
m370,0,0,0,,9.544418335,0,0.2588340044,44.81000137
m371,0,0,0,1,51.03750229,0,0.1788100004,69.02999878
m372,0,0,0,1,18.18470001,0,0.2601400018,50.18999863
m373,0.2166992426,0,0,0,13.90070915,1,0.2982680202,62.22999954
m374,0,0,0,0,19.01127625,0,0.1105479971,22.20999908
m375,3.324134827,0,0,0,22.29893875,0,0.3491140008,64.23000336
m376,12.15356541,0,0,,23.99575806,0,0.3106180131,35.06999969
m377,12.15356541,0,0,1,39.33032608,1,0.3561680019,38.11999893
m378,12.15356541,0,0,,36.67115021,0,0.5496799946,18.04999924
m379,0,0,0,0,53.75576019,0,0.1912519932,51.33000183
m380,12.15356541,0,0,0,11.66191864,1,0.130272001,65.88999939
m381,49.84043503,0,0,0,11.68224335,0,0.0950819999,75
m382,12.15356541,1,0,0,21.24333763,0,0.8811399937,33.34000015
m383,0,0,0,,0,0,0.1296920031,77.37999725
m384,0,0,0,0,4.255411625,1,0.3880819976,50.25999832
m385,0,0,0,0,52.04724503,0,0.1481480002,56.90000153
m386,0,0,0,1,27.23476791,1,0.2446580082,59.54999924
m387,0,0,0,,15.3301897,0,0.01790999994,80.19000244
m388,12.15356541,0,0,1,15.19570541,0,0.2787919939,36.52000046
m389,0,0,0,1,15.76271248,0,0.3302920163,72.51000214
m390,0,0,0,0,17.4821167,1,0.3004959822,61.58000183
m391,3.337416887,0,0,0,20.48296738,0,0.1817319989,60.74000168
m392,12.15356541,0,0,,7.699114799,0,0.02865200117,30.37000084
m393,11.65366364,1,0,0,32.20061493,0,3.647867918,32.68999863
m394,49.84043503,1,0,0,10.75260258,0,0.8892220259,41.25
m395,0.9849965572,0,0,0,47.41267014,0,0.7471600175,51.70000076
m396,8.458362579,0,0,,3.422007322,0,0.2214599997,70.5
m397,7.276366234,0,0,0,3.896103859,0,0.1475680023,55.84999847
m398,74.50817108,0,0,0,3.891946077,0,0.2784340084,50.13000107
m399,7.276366234,0,0,0,16.08903694,1,0.4270299971,65.76999664
m400,0,0,0,,8.382255554,0,0.3032639921,52.74000168
m401,49.84043503,0,0,0,18.36399078,0,0.3751519918,46.22000122
m402,99.72026825,0,0,1,2.388518572,0,0.2631880045,50.99000168
m403,7.276366234,0,0,1,4.203821659,0,0.2521480024,61.65000153
m404,0,0,0,1,14.94518185,0,0.1223580018,50.52000046
m405,0,0,0,,0.4217431843,0,0.2155919969,64.48000336
m406,0,0,0,1,5.769669056,0,0.2141939998,54.77000046
m407,0,0,0,0,8.06703949,0,0.316652,55.81000137
m408,1.497982621,0,0,1,40.2802124,0,0.1161919981,55.29000092
m409,49.84043503,0,0,0,3.069727898,0,0.1591040045,50.68000031
m410,49.84043503,0,0,0,16.7310009,0,0.180723995,55.31000137
m411,0,0,0,,34.75,0,0.03445599973,83.94999695
m412,12.60001564,0,0,0,16.24742317,0,0.1648140103,49.65999985
m413,13.15164661,0,0,0,45.91145706,0,0.2482839972,50.40999985
m414,56.53459549,0,0,1,10.54662418,0,0.1799979955,33.59000015
m415,0,0,0,1,56.08108139,0,0.160875991,40.31999969
m416,49.84043503,0,0,,10.59357834,0,0.184356004,46.88999939
m417,0,0,0,1,2.808219194,0,0.1585119963,61.24000168
m418,29.44455147,1,0,1,45.58894348,1,3.48884201,44.5
m419,0,0,0,1,24.9432888,1,0.5550960302,61.54999924
m420,33.98270798,0,0,0,21.19709778,0,0.1611279994,61.34000015
m421,0,0,0,0,29.91117859,1,0.1376540065,85.94999695
m422,27.62637329,0,0,0,30.5161953,0,0.8726840019,50.34999847
m423,0,0,0,,27.9324894,0,0.1259000003,62.97999954
m424,34.92353821,0,0,,44.57962036,0,0.4092220068,54.50999832
m425,15.65995502,0,0,1,33.47215271,0,0.4196299911,64.41999817
m426,0,0,0,0,18.54132843,0,0.1735019982,62.00999832
m427,33.98270798,0,0,0,34.66063309,1,0.1460119933,53.43000031
m428,9.415615082,0,0,0,39.33956146,0,1.224645972,64.51000214
m429,0,0,0,0,31.58286858,0,0.1129759997,85.34999847
m430,0.04054245725,0,0,1,34.40898895,0,0.1125340015,63.86999893
m431,1.575994492,0,0,1,24.39373398,0,0.5755639672,47.43999863
m432,0,0,1,1,49.20212936,1,0.2361299992,78.77999878
m433,36.57405472,0,0,0,36.43595123,0,0.599503994,58.38000107
m434,34.74391174,0,0,0,27.06163597,0,0.2944900095,63.04000092
m435,0,0,1,,51.03028488,1,0.1326140016,84.59999847
m436,1.575994492,0,0,1,34.43174362,0,0.2640540004,59.41999817
m437,0.04054245725,0,0,,14.16804028,0,0.1532739997,68.04000092
m438,33.98270798,0,0,0,41.7210083,0,1.240910053,53.74000168
m439,0.04054245725,0,0,0,74.39052582,0,0.5029699802,87.16999817
m440,9.375072479,0,0,1,26.23788452,0,0.2061319947,66.31999969
m441,0,0,0,1,35.62974548,1,0.295645982,71.15000153
m442,0,0,0,1,17.57815361,0,0.1846799999,66.48999786
m443,9.375072479,0,0,1,48.88419724,0,0.3702299893,63.61000061
m444,3.151988983,0,0,1,7.061397076,1,0.6562179923,73.19999695
m445,4.970166206,0,1,1,8.2961092,1,0.2859500051,76.12000275
m446,0,0,0,1,10.85161972,0,0.133882001,20.60000038
m447,5.633717537,0,0,1,5.808538437,0,0.05282600224,25.78000069
m448,0,0,0,,45.91741562,0,0.1105720028,29.97999954
m449,0,0,0,1,3.77513361,0,0.1587460041,26.86000061
m450,0,0,0,1,0.3831891418,0,0.2202399969,25.25
m451,0,0,0,0,0.8144797087,0,0.01659400016,33.86000061
m452,0,0,0,1,0.2092050165,0,0.02879799902,31.65999985
m453,0,0,0,1,18.81481361,0,0.06888599694,21.36000061
m454,1.575994492,0,0,,49.82206345,0,0.05376200005,37.43999863
m455,0,0,0,0,28.14701271,0,0.1132120043,21.37000084
m456,6.694162846,0,0,,7.649506092,0,0.4406040013,12.72000027
m457,0,0,0,,0.09687656164,0,0.2346759886,53.90000153
m458,56.84816742,0,0,1,0.7632782459,1,0.2005739957,30.34000015
m459,0,0,0,1,1.13908875,0,0.09967400134,39.09000015
m460,0,0,0,0,0.2916160524,0,0.04970400035,44.09000015
m461,30.8535614,1,0,1,5.903142929,0,0.7334259748,7.119999886
m462,56.84816742,0,0,0,0.64453125,0,0.09345600009,30.35000038
m463,0.3939986229,0,0,1,0.3049147427,1,0.1328240037,24.30999947
m464,36.87119293,0,0,1,8.248508453,0,0.1883080006,43.54999924
m465,6.694162846,0,0,,1.673217297,0,0.1633480042,13.18000031
m466,24.15940094,0,0,0,9.818548203,1,0.1667000055,13.85000038
m467,0,0,0,1,1.572668195,0,0.09537199885,40.66999817
m468,0,0,0,1,21.29668236,0,0.2375179976,21.31999969
m469,0,0,0,1,7.772277355,0,0.05463400111,48
m470,0,0,0,,3.35636735,0,0.0947239995,24.62999916
m471,18.08454704,0,0,1,6.235620975,0,1.005553961,13.14999962
m472,0,0,0,1,1.123209119,0,0.2105839998,30.36000061
m473,0,0,0,1,1.312793016,1,0.06820599735,38.75
m474,12.45082855,0,0,1,57.56892395,0,0.5754259825,13.34000015
m475,0,0,0,1,65.89665985,0,0.05659599975,23.43000031
m476,45.42391968,0,0,0,5.794768333,0,1.091547966,17.37999916
m477,0,0,0,,2.65968585,1,0.05671999976,33.66999817
m478,0,0,0,1,2.600472689,0,0.07784999907,20.96999931
m479,0,0,0,1,6.507818222,1,0.106813997,38.88999939
m480,0,0,0,1,0.5586591959,1,0.035459999,27.27000046
m481,0,1,0,1,11.83308792,0,1.228801966,20.15999985
m482,0,0,0,0,1.275862098,0,0.122175999,17.70999908
m483,0,0,0,,3.342376709,0,0.1279539913,32.81999969
m484,18.08454704,0,0,1,0.7856933475,0,0.3479059935,28.22999954
m485,0,0,0,1,7.869071484,0,0.1179919988,18.42000008
m486,0,0,0,1,29.60000038,0,0.02229999937,47.11000061
m487,0,0,0,1,1.513067484,0,0.07065799832,22.97999954
m488,12.45082855,0,0,1,0.6810631156,0,0.03829199821,27.63999939
m489,56.84816742,0,0,1,9.832669258,0,0.0628580004,31.69000053
m490,0,0,0,1,0.2063628584,0,0.03252400085,46.75
m491,0,0,0,0,12.8617363,0,0.02813999914,51.13999939
m492,0,0,0,1,2.224633694,1,0.1211120039,34.11000061
m493,0.3939986229,0,0,1,3.910048246,0,0.2590839863,13.32999992
m494,0,0,0,1,48.42655945,0,0.2908380032,23.86000061
m495,0,0,0,1,0.769903779,1,0.2004919946,43.11999893
m496,0,0,0,1,0.1651073247,1,0.08116199821,68.48999786
m497,0,0,0,0,2.784090757,1,0.160341993,24.79999924
m498,0,0,0,1,11.16967583,0,0.1026799977,32.40999985
m499,3.697855234,0,0,1,0.1811248809,0,0.08236400038,45.06999969
m500,18.08454704,0,0,1,3.680425167,1,0.5772880316,13.52000046
m501,0,0,0,1,0.2395783365,0,0.07823199779,37.61000061
m502,0,0,0,1,1.315887809,0,0.1112440005,42.75999832
m503,5.633717537,0,0,,21.30059433,0,0.3646039963,11.06000042
m504,0,0,0,1,1.595744729,0,0.01894799992,43.93000031
m505,0,0,0,1,0.9399478436,0,0.1153260022,17.14999962
m506,0,0,0,1,56.65726471,0,0.07329399884,23.96999931
m507,0,0,0,1,0,1,0.03807200119,29
m508,0,0,0,1,0.3585483134,1,0.1112739965,35.11999893
m509,0,0,0,,38.98768616,0,0.0393400006,25.04999924
m510,0,0,0,1,3.665884972,1,0.3267320096,21.93000031
m511,0,0,0,0,0.1119820848,0,0.05914000049,59.72000122
m512,0,0,0,1,13.88838005,0,0.05719999969,35.36000061
m513,0,0,0,1,63.38235855,0,0.07934399694,38.88000107
m514,0,0,0,1,1.093474388,0,0.1166720018,26.23999977
m515,0,0,0,0,1.743762255,0,0.1441019922,29.21999931
m516,0,0,0,1,3.090909004,0,0.03249400109,41.70000076
m517,0,0,0,1,0,0,0.05923400074,39.52999878
m518,0,0,0,1,0.6142241359,0,0.06556200236,39.22999954
m519,0,0,0,0,2.517241478,0,0.1344060004,42.72000122
m520,0,0,0,1,26.12208176,0,0.07822000235,37.59000015
m521,0,0,0,1,6.26052475,0,0.08080399781,36.59000015
m522,0,0,0,1,10.94587231,0,0.142749995,27.61000061
m523,0,0,0,1,0.5614631772,0,0.2264820039,28.37000084
m524,0,0,0,1,0.246913597,0,0.04909399897,37.77999878
m525,0,0,0,0,0.697522819,1,0.07557400316,22.57999992
m526,0,0,0,0,1.12994349,0,0.1054319963,34.15000153
m527,18.08454704,0,0,1,2.207655907,1,0.1151039973,24.77000046
m528,78.58544159,0,0,,0.9083728194,0,0.07502199709,16.63999939
m529,0,0,0,0,26.91432762,0,0.3255160153,16.82999992
m530,0,0,0,1,1.745004177,0,0.2781080008,24.52000046
m531,6.694162846,0,0,0,6.413332939,1,0.1049439982,21.45999908
m532,24.15940094,1,0,1,2.965960741,0,3.257672071,15.60000038
m533,0,0,0,1,2.201939583,0,0.168689996,8.93999958
m534,0,0,0,1,1.125639558,0,0.1450559944,14.02000046
m535,0.1969993114,0,0,1,8.655736923,0,0.1477919966,23.62000084
m536,0,0,0,1,2.529084444,1,0.06683199853,32.95000076
m537,6.694162846,0,0,1,11.22615814,0,0.07152199745,30.70999908
m538,0,0,0,1,6.122448921,0,0.04832400009,30
m539,0,0,0,1,4.389336586,0,0.1424659938,12.40999985
m540,6.694162846,0,0,0,13.49072456,0,0.07423400134,25.5
m541,0,0,0,1,22.24719238,0,0.06734800339,24.12000084
m542,0,0,0,0,7.722772598,0,0.2036560029,16.17000008
m543,0,0,0,0,0.74626863,0,0.07049600035,37.24000168
m544,3.697855234,0,0,1,0.131406039,0,0.04303599894,34.04999924
m545,0,0,0,1,16.33353424,0,0.1746419966,33.79000092
m546,33.20091629,0,0,1,6.646181107,0,0.173142001,20.01000023
m547,0,0,0,,0.8786610365,0,0.07432600111,63.58000183
m548,0,0,0,1,0.5164878964,1,0.1460379958,49.47000122
m549,6.694162846,0,0,1,10.02056217,0,0.07099600136,32.31000137
m550,0,0,0,1,25.45006561,0,0.4270040095,20.84000015
m551,0,0,0,1,13.70277119,0,0.07565800101,28.13999939
m552,0.1969993114,0,0,1,0.3405994475,0,0.05590799823,42.70000076
m553,0,0,0,1,0.1519213617,1,0.1356700063,52.13999939
m554,0,0,0,1,10.99236584,0,0.05135599896,30.86000061
m555,0.1969993114,0,0,,0.2262443602,0,0.02383599989,42.95000076
m556,33.20091629,0,0,1,0.2119725347,0,0.1671539992,25.90999985
m557,20.21349525,0,0,0,0.2562942803,0,0.3370099962,21.07999992
m558,0,0,0,1,4.545454502,0,0.1824740022,38.45999908
m559,0,0,0,1,0.2923826575,1,0.1783740073,64.73000336
m560,0,0,0,1,8.728139877,0,0.04943399876,30.56999969
m561,6.694162846,0,0,0,3.036734581,1,1.000767946,12.34000015
m562,9.907815933,1,0,1,88.83026123,0,1.154047966,89.51000214
m563,0,0,0,1,77.25258636,0,0.1117599979,48.47000122
m564,0,0,0,,87.05371857,0,0.2483540028,96.98000336
m565,9.218318939,0,0,1,87.78378296,0,0.07745599747,79.68000031
m566,9.218318939,0,0,1,80.67527771,0,0.1520580053,84.44000244
m567,0,0,0,1,88.66159058,1,0.08338800073,29.09000015
m568,0,0,0,0,89.60622406,0,0.2183919996,77.33999634
m569,0,0,0,0,93.97141266,0,0.08509200066,52.31999969
m570,0,0,0,0,80.11363983,0,0.09523999691,86.20999908
m571,0.5634180307,0,0,1,85.5578537,0,0.1854680032,62.13999939
m572,0,0,0,1,74.08162689,1,0.08259599656,30.95999908
m573,0,0,0,1,74.86933136,0,0.1004559994,76.44000244
m574,2.533411026,0,0,1,83.67880249,1,0.275150001,87.90000153
m575,0,0,0,,96.03603363,0,0.04926599935,86.20999908
m576,9.218318939,0,0,1,94.36148071,0,0.1227679998,69.69999695
m577,0,0,0,,93.83924866,0,0.02343000099,
m578,0,0,0,,49.22199249,0,0.1302700043,49.86999893
m579,0.5634180307,0,0,1,89.486763,0,0.08781199902,66.19000244
m580,10.75104046,0,0,1,78.84983826,0,0.05821600184,42.34999847
m581,0,0,0,,87.48480988,0,0.08083999902,82.58000183
m582,0,0,0,,84.11005402,0,0.01577599905,98.80999756
m583,0,0,0,0,84.93991852,0,0.3163799942,97.31999969
m584,0,0,0,1,78.10543823,0,0.06633800268,42.09999847
m585,0,0,0,0,86.64429474,0,0.02734600008,47.11999893
m586,13.01424694,0,0,,87.83158875,1,0.2592680156,86.83000183
m587,0,0,0,0,84.70930481,0,0.1437339932,59.84000015
m588,13.01424694,0,0,,83.66471863,0,0.01632199995,52.95999908
m589,12.70369339,1,0,1,32.43124771,1,3.537045956,17.61000061
m590,0,0,0,1,12.97698593,1,0.2443259954,64.09999847
m591,0,0,0,0,1.321257353,0,0.0922960043,44.91999817
m592,10.56128597,0,0,0,40.38430786,0,0.1439840049,38
m593,0,0,0,0,74.78700256,0,0.235266,49.25999832
m594,26.82369232,0,0,0,4.80793047,0,0.03055199981,23.57999992
m595,0,0,0,,52.07831192,0,0.09148599952,
m596,0,0,0,0,14.02052784,0,0.3065440059,26.59000015
m597,0,0,0,,17.3151741,1,0.1030320004,64.76999664
m598,0,0,0,1,3.336585283,0,0.02876199968,33.27000046
m599,0.7879972458,0,0,1,6.712944984,1,0.5527420044,30.89999962
m600,10.56128597,0,0,0,35.94594574,1,0.2315260023,30.04999924
m601,16.26477051,0,0,1,18.24679184,0,0.1436039954,36.70000076
m602,10.56128597,0,0,,33.99563599,0,0.06126799807,32.29999924
m603,1.772993803,0,0,1,4.199999809,0,0.08926600218,44.16999817
m604,4.687572002,0,0,,10.38236332,0,0.2392639965,46.63000107
m605,1.301495671,0,0,1,9.731737137,0,0.1057740003,44.66999817
m606,7.094492912,0,1,1,19.94226456,1,0.4390600026,44.18000031
m607,3.742986917,0,0,1,0.7608695626,0,0.06460399926,42.27999878
m608,1.301495671,0,0,1,0.8610086441,0,0.08874800056,53.31000137
m609,0.9849965572,0,0,1,4.422843456,0,0.05130599812,38.43999863
m610,0,0,0,0,8.858870506,1,0.224496007,30.15999985
m611,33.43140793,0,0,1,25.78456497,0,0.1067119986,44.93000031
m612,0,0,0,1,0.5838392973,1,0.1252139956,44.84999847
m613,38.11503983,0,1,1,24.96575356,1,0.9001979828,37.27999878
m614,2.142012835,0,0,0,17.08418846,1,0.159988001,32.31000137
m615,0,0,0,1,11.27562714,0,0.09035400301,49.43999863
m616,4.687572002,0,0,1,9.267080307,1,0.2765420079,42.56999969
m617,0,0,0,1,0.324149102,0,0.0985860005,42.02000046
m618,2.175379515,0,0,0,29.22442245,0,0.1025919989,45.65000153
m619,0,0,0,0,8.963795662,0,0.1489840001,40.84999847
m620,0.7879972458,0,0,1,7.623931885,1,0.08567400277,29.53000069
m621,0,0,0,1,22.0076046,0,0.1573060006,54.24000168
m622,0.7879972458,0,0,0,0.9922041297,0,0.07698000222,34.27000046
m623,10.56128597,0,0,,11.16571808,0,0.2431360036,31.47999954
m624,0,0,0,1,6.480304718,1,0.0764419958,40
m625,12.70369339,0,0,1,20.42709923,1,0.06944999844,21.57999992
m626,2.532927752,1,0,0,43.13388062,1,1.124534011,48.43000031
m627,0,0,0,0,28.65093613,0,0.2081499994,60.93000031
m628,11.65366364,0,0,0,43.17543793,0,0.2714039981,45.33000183
m629,2.060129404,0,0,,25.83333206,0,0.1867720038,65.02999878
m630,11.65366364,0,0,,66.0920639,0,0.08233799785,44.84000015
m631,11.65366364,0,0,1,7.048814774,0,0.05999600142,45.43999863
m632,11.65366364,0,0,1,45.50100708,0,0.2652660012,31.79999924
m633,11.65366364,0,0,,64.84260559,0,0.1069340035,37.74000168
m634,0,0,0,,51.00864792,0,0.005441999994,58.36999893
m635,13.7149744,0,0,0,52.11304474,0,1.385450006,68.27999878
m636,0.4727983475,0,0,1,78.48581696,1,0.4817579985,86.88999939
m637,14.97182083,0,0,1,30.93324661,1,0.3579300046,36.29999924
m638,0,0,0,1,76.59181213,0,0.7800019979,96.08999634
m639,11.65366364,0,0,1,30.89149666,0,0.110808,42.86999893
m640,11.65366364,0,0,1,47.00238037,0,0.207258001,34.36999893
m641,17.94255638,1,0,1,29.54414749,0,4.26167202,29.04999924
m642,0,0,0,,1.731958747,0,0.02355599962,64.65000153
m643,49.84043503,0,0,0,28.75072861,0,0.4900960028,56.29999924
m644,11.65366364,0,0,1,0.6174598932,0,0.4498800039,59.22000122
m645,0,0,0,1,0.2096236199,0,0.2162860036,63.72999954
m646,0,0,0,1,0.2746672332,0,0.1644700021,72.25
m647,2.060129404,0,0,1,52.2425766,0,1.63567996,43.77999878
m648,0,0,0,,0.7346585989,0,0.02048799954,62.59999847
m649,7.276366234,0,0,1,1.902694941,1,0.7725999951,63.65000153
m650,0,0,0,1,0.3532008827,0,0.2336100042,61.63000107
m651,0,0,0,,18.02861786,0,0.2430520058,59.22000122
m652,1.514924645,0,1,1,16.59446716,1,0.7833979726,43.81000137
m653,7.276366234,0,0,0,2.17950654,1,0.2931579947,64.83999634
m654,1.969993114,0,0,1,0.686168313,1,0.1613399982,83
m655,33.98270798,0,0,1,1.115434527,0,0.1616740078,68.58000183
m656,0,0,0,,1.070811749,0,0.1407859921,83.16000366
m657,1.514924645,0,1,0,1.056169868,1,0.6853680015,50.72000122
m658,11.65366364,0,0,1,1.60835588,0,0.7609919906,63.09000015
m659,2.060129404,0,0,1,38.54090881,0,0.2408259958,57.75999832
m660,0,0,0,1,2.256699562,0,0.1599099934,60.52000046
m661,0,0,0,,1.117685676,0,0.02978999913,79.13999939
m662,1.514924645,0,1,1,0.8412197232,1,0.1077440009,53.50999832
m663,9.302307129,0,0,,0.6808680296,1,0.225684002,67.65000153
m664,7.276366234,0,0,1,0.5753424764,0,0.1033099964,73.73000336
m665,1.788931012,0,0,1,2.344306946,1,0.3554240167,66.48999786
m666,0,0,0,0,4.872991085,0,0.1110799983,80.25
m667,0,0,0,1,9.904878616,0,0.2223559916,67.26999664
m668,0,0,0,1,0.4845980406,0,0.251722008,68.16000366
m669,0,0,0,1,0.03473428264,0,0.0864199996,77.76000214
m670,0,0,0,,8.992734909,0,0.1140079945,43.58000183
m671,95.39590454,1,0,1,0.3131006956,0,3.592793941,16.77000046
m672,18.71222305,0,0,1,0.1382063776,0,0.5012239814,22.63999939
m673,0,0,1,1,0.328407228,0,0.03194399923,40.20999908
m674,0,0,0,0,0,0,0.04144600034,44
m675,18.71222305,0,0,1,0.2291825861,0,0.052794002,23.42000008
m676,0,0,0,,0.3508771956,0,0.05141999945,31.17000008
m677,0,0,0,1,0.1926163733,0,0.1857739985,23.27000046
m678,0,0,0,,0,0,0.0291579999,20.19000053
m679,0,0,0,1,0.2590673566,0,0.108765997,41.34999847
m680,0,0,0,,0,0,0.03343199939,35.97999954
m681,30.02997971,0,1,0,0.1227747053,1,0.1008080021,39.09000015
m682,0.8126220107,0,0,,0.1695234627,0,0.4285239875,27.65999985
m683,19.89421844,0,0,1,0,0,0.08606000245,19.42000008
m684,0.3939986229,0,0,1,0,0,0.1125340015,
m685,18.71222305,0,0,,0.3225806355,0,0.139696002,
m686,0,0,0,,0.1097694859,0,0.1616660058,
m687,18.71222305,0,0,0,8.695652008,0,0.1043799967,50.34999847
m688,0,0,0,,0.1075268835,0,0.1534540057,38.38999939
m689,0,0,0,0,0,0,0.1367360055,
m690,3.135462761,0,0,0,0,1,0.2101099938,65.54000092
m691,2.741464138,0,0,,0.2707205117,1,0.2728320062,32.81000137
m692,30.02997971,0,0,,0.2398081571,1,0.139259994,59.84000015
m693,30.02997971,0,0,1,0.1703577489,1,0.2034740001,
m694,0,0,1,1,0.2167316824,1,0.1304399967,17.54000092
m695,0,0,0,,0.5977286696,0,0.03613600135,39.02999878
m696,18.71222305,0,0,,0.2433090061,0,0.1021820009,39.20000076
m697,0,0,0,,0.2976190448,0,0.01696199924,28.95000076
m698,18.71222305,0,0,1,0.362187624,0,0.2076179981,26.87000084
m699,0,0,0,,1.595744729,0,0.2022899985,53.04000092
m700,30.23398399,1,0,1,12.74034214,1,4.108885765,16.64999962
m701,1.160469055,0,1,1,9.08245182,0,0.1939119995,45.52999878
m702,0.1511142254,0,0,0,6.585956573,0,0.09268400073,36.88999939
m703,0,0,0,1,23.05003929,0,0.1748059988,46.13999939
m704,0,0,0,1,2.788235188,0,0.07501799613,81.66000366
m705,8.178120613,0,0,0,74.74452972,1,0.3122099936,73.55000305
m706,0,0,0,0,46.90775681,0,0.06218999997,29.64999962
m707,1.160469055,0,0,1,6.240744591,1,0.2115380019,58.63999939
m708,0,0,0,1,10.94400024,0,0.09588000178,57.45000076
m709,0,0,0,0,47.5026741,0,0.1260700077,57.63999939
m710,0,0,0,1,6.492038727,0,0.07460399717,65.61000061
m711,0,0,0,0,25.85139275,1,0.1847200096,71.94000244
m712,0,0,0,0,5.912144661,0,0.08052200079,56.59000015
m713,0,0,0,0,10.02572727,1,0.3031559885,40.24000168
m714,0,0,0,1,9.667319298,0,0.07954999804,
m715,12.15356541,0,0,0,4.484895229,0,0.1445340067,47.20000076
m716,0,0,1,0,18.27470589,0,0.2245759964,80.37000275
m717,0,0,0,,7.608523846,0,0.01370200049,54.40999985
m718,0,0,0,1,5.882352829,0,0.1498880088,81.01999664
m719,0,0,0,1,56.02845383,0,0.1666599959,50.11000061
m720,0,0,0,,12.28393173,0,0.339673996,45.34000015
m721,0,0,0,0,19.95488739,1,0.0734520033,64.73000336
m722,0.1511142254,0,0,1,27.32282066,1,0.2078800052,39.90999985
m723,0,0,0,1,21.08263588,0,0.2580640018,54.25
m724,0,0,0,1,1.212500095,0,0.06080199778,47.43999863
m725,0,0,0,1,2.137042046,0,0.0745119974,60.11000061
m726,16.91995049,0,0,1,5.520504951,0,0.1109459996,55.43000031
m727,0.1511142254,0,0,0,20.40453148,0,0.9814720154,30.21999931
m728,2.563989401,0,1,,2.04837656,0,0.2138019949,72.08999634
