municipio,apropiaciondolar,consejocomunal,ejecucion,uribista,pctopo,priorizado,poblacioncienmil,nbi
m729,0,0,0,0,35.23174667,0,0.1952959895,46.20999908
m730,0,0,0,0,30.17429161,0,0.08118999749,37.11999893
m731,0,0,1,0,1.009251475,0,0.07051999867,91.26999664
m732,0,0,0,,33.35901642,0,0.3917540014,37.75
m733,0,0,0,1,4.412837505,0,0.1887679994,53.93999863
m734,0,0,0,1,16.25272369,0,0.1560299993,68.48999786
m735,16.91995049,0,0,0,10.26339722,0,0.1360619962,46.06000137
m736,0.9849965572,0,1,1,40.05249405,0,0.1140540019,83.95999908
m737,0,0,0,,14.7368412,0,0.04182999954,39.33000183
m738,0.9849965572,0,0,,2.713567734,0,0.286161989,64.86000061
m739,16.91995049,0,0,1,4.715530396,0,0.08602000028,59.18999863
m740,0.9849965572,0,0,,28.8245945,0,0.1101099998,68.68000031
m741,0,0,0,1,38.43267441,0,0.1312720031,46.63999939
m742,0,0,1,1,5.651528835,1,0.2191279978,42.56999969
m743,0,1,0,1,0.3631961346,0,0.1015499979,64.52999878
m744,0,0,0,1,7.333648205,0,0.129181996,46.15000153
m745,0,0,0,1,11.6978035,0,0.2197059989,40.93999863
m746,16.91995049,0,0,,6.103059769,0,0.1350499988,65.75
m747,0,0,0,1,93.64504242,0,0.1323360056,72.45999908
m748,0,0,0,0,24.54200172,1,0.6426519752,57.22000122
m749,0,0,0,0,26.80240822,0,0.2759000063,42.16999817
m750,2.563989401,0,0,1,5.537634373,0,0.1190799996,57.15000153
m751,12.15356541,0,0,1,0.9647919536,0,0.1813520044,57.31000137
m752,0,0,1,0,11.85185146,0,0.2518880069,33.15000153
m753,1.160469055,0,0,1,2.037252665,0,0.07152199745,57.13000107
m754,0,0,0,1,53.65714264,0,0.1825419962,
m755,0,0,0,0,45.54317474,0,0.159393996,67.98000336
m756,0,0,1,0,22.79797554,0,0.09352999926,36.22000122
m757,12.15356541,0,0,0,1.880762219,0,0.1602939963,55.11000061
m758,16.91995049,0,0,0,24.30481148,0,0.1766179949,54.38000107
m759,16.91995049,1,0,,21.41047478,0,1.63460803,48.34000015
m760,16.91995049,0,1,1,12.34680176,0,0.5143240094,41.13999939
m761,16.91995049,0,0,1,7.099630833,0,0.1013600007,63.38999939
m762,46.58892822,1,0,1,5.918999195,1,6.875,23.14999962
m763,13.30921268,0,0,1,11.68126297,1,0.3684580028,48.43999863
m764,0,0,0,1,1.795465112,0,0.1121020019,51.83000183
m765,33.20091629,0,0,0,7.92722559,1,0.06446000189,29.28000069
m766,12.60001564,0,0,0,0.5827505589,1,0.05128600076,64.33000183
m767,33.20091629,0,0,1,4.072883129,1,0.040107999,52.79999924
m768,0,0,0,1,84.24103546,0,0.1146920025,49.06999969
m769,0,0,0,,1.722880602,0,0.1556099951,22.93000031
m770,33.20091629,0,0,0,3.510125399,1,0.1121999994,52.56999969
m771,0,0,0,1,50.93420792,0,0.2423979938,45.59000015
m772,0,0,0,1,0.2599049211,0,0.1004780009,58.61000061
m773,0,0,0,1,52.58426666,0,0.06823199987,34.11000061
m774,0,0,0,1,20.9818325,0,0.2420080006,66.16000366
m775,0,0,0,,81.91099548,0,0.1235020012,72.83999634
m776,0,0,0,1,8.285437584,0,0.2457239926,42.93999863
m777,13.83643818,0,0,1,3.470910072,1,0.07548999786,32.90000153
m778,0,0,0,,67.87204742,0,0.1041459963,79.18000031
m779,0,0,0,1,48.5146637,0,0.05781200156,38.11000061
m780,33.39860535,0,0,1,0.3329633772,0,0.06745199859,42.93999863
m781,6.694162846,0,0,,92.76178741,0,0.1200779974,60.74000168
m782,0,0,0,1,81.22584534,0,0.08676199615,50.83000183
m783,0,0,0,0,7.577400684,0,0.6082919836,18.69000053
m784,13.83643818,0,0,1,0.5311077237,1,0.0389820002,35.18999863
m785,28.83281708,0,0,1,1.384615421,0,0.0507720001,37.40999985
m786,13.50621223,0,0,0,58.75556564,1,0.9939159751,26
m787,66.59951782,1,0,1,4.368958473,1,0.6036379933,14.80000019
m788,33.20091629,0,0,1,0.7426160574,1,0.0484040007,44.79999924
m789,0.03939986229,0,0,1,0.3479381204,0,0.1486340016,43.45999908
m790,0,0,0,,1.00386095,0,0.08003400266,44.18000031
m791,0,0,0,,0.5625237823,0,0.123461999,43.59000015
m792,0,0,0,,86.85474396,0,0.1291780025,69.81999969
m793,0,0,0,0,2.718006849,0,0.04317599908,38.27999878
m794,12.60001564,0,0,1,6.59770155,1,0.02775200084,35.56000137
m795,13.30921268,0,0,1,0.8407644033,1,0.2457520068,53.29999924
m796,0,0,0,0,22.34401321,0,0.06862399727,41.00999832
m797,0,0,0,0,82.91970825,0,0.1339959949,50.63999939
m798,7.215832233,1,0,,4.267352104,0,0.3903679848,56.72000122
m799,28.83281708,0,0,0,1.129207373,0,0.2130579948,41.68000031
m800,0,0,0,1,16.29138947,0,0.05342200026,56.18000031
m801,0,0,0,1,2.36653924,0,0.6579099894,22.79999924
m802,53.173069,0,0,0,45.88196945,0,3.070319891,12.89999962
m803,0,0,0,1,40.70221329,0,0.05173199996,22.45000076
m804,0.2954989672,0,0,0,48.88888931,0,0.7905600071,14.46000004
m805,0,0,0,,68.98310852,0,0.279625982,17.29999924
m806,0.1969993114,0,0,0,51.6409111,0,0.07157799602,24.84000015
m807,0.3939986229,0,1,1,60.88195419,1,0.1452160031,18.80999947
m808,0,0,0,0,47.97356796,1,0.1187179983,25.88999939
m809,45.42391968,0,0,0,49.34537888,0,0.3034240007,22.35000038
m810,0,0,0,1,52.49671936,0,0.4306719899,22.86000061
m811,0.1969993114,0,0,0,24.18269157,0,0.09408199787,23.86000061
m812,0.3939986229,0,1,,47.67245865,1,0.4088740051,22.10000038
m813,0,0,1,0,38.9734726,0,0.08847799897,20.79000092
m814,16.58247566,1,0,1,40.89658737,0,4.929173946,13.01000023
m815,16.788311,0,0,1,57.70062256,0,0.1758619994,24.44000053
m816,0.5515980721,0,0,0,69.2052536,1,0.0718960017,27.75
m817,0,0,0,1,23.76508141,1,0.3181059957,24.06999969
m818,0.02615512535,0,0,0,56.98636627,0,1.853289962,11.39000034
m819,33.98270798,0,0,1,36.17603302,0,0.1746419966,25.55999947
m820,0,0,0,1,22.62443542,0,0.108198002,24.28000069
m821,34.27820587,0,0,,51.40513229,0,0.3335500062,23.56999969
m822,0,0,0,0,34.69587708,0,0.2241960019,28.29000092
m823,0,0,0,0,12.47043419,0,0.1866859943,44.97000122
m824,25.96089745,0,0,,31.84465981,0,0.1448500007,52.90999985
m825,0,0,0,0,49.60454178,1,0.392787993,29.37000084
m826,16.25734711,1,0,,32.01388168,1,0.7376300097,19.11000061
m827,0,0,0,,38.79663086,0,0.280542016,23.59000015
m828,35.52698135,1,1,0,19.4307766,1,5.540011883,11.31000042
m829,0,0,0,,3.680387497,0,0.03081399947,39.04999924
m830,0,0,0,0,6.372462273,1,0.06687200069,41.36000061
m831,0,0,0,,14.65700912,0,0.08003799617,49.20000076
m832,23.54089737,0,0,1,8.691099167,0,0.2696320117,18.92000008
m833,0.3748896718,0,0,0,27.02921295,0,0.1226920038,30.98999977
m834,44.28025818,1,1,0,46.87517929,0,2.02315402,22.20999908
m835,0,0,0,0,26.1802578,1,0.06265199929,43.15000153
m836,0,0,0,1,1.189189196,0,0.1945659965,55.93999863
m837,0,0,0,,2.178988218,0,0.02137600072,40.13000107
m838,0,0,0,1,19.3822403,0,0.0158479996,26.63999939
m839,33.20091629,0,0,1,19.20318794,0,0.07458800077,46.27000046
m840,33.20091629,0,0,0,12.74812984,0,0.05636399984,66.70999908
m841,0,0,0,1,22.25806427,0,0.02165200002,47.90000153
m842,33.20091629,0,0,1,11.92846107,1,0.06949199736,46.13000107
m843,0,0,0,0,13.18095303,1,0.1193760037,24.07999992
m844,0,0,0,1,2.554216862,1,0.03362800181,32.34999847
m845,0,0,0,0,30.51351357,0,0.04972400144,43.93999863
m846,18.2842865,0,0,1,45.71065903,1,0.04991399869,41.29000092
m847,23.54089737,0,0,1,15.44275093,1,0.3190879822,45.13999939
m848,33.20091629,0,0,,4.678826332,0,0.0685980022,39.27999878
m849,6.694162846,0,0,1,2.51968503,0,0.03056799993,30.12999916
m850,0,0,0,1,7.02702713,0,0.05082799867,29.87000084
m851,0,0,0,0,21.9597168,0,0.07281400263,43
m852,0,0,0,1,28.78803253,0,0.109931998,40.20999908
m853,0,0,0,1,31.47116661,0,0.1294279993,51.08000183
m854,0,0,0,1,2.450866938,0,0.02172799967,36.97999954
m855,0,0,0,1,2.625570774,0,0.06118199974,66.29000092
m856,6.694162846,0,0,,2.167182684,0,0.1388359964,44.91999817
m857,0,0,0,,4.471669197,0,0.02769799903,35.34999847
m858,66.36243439,0,0,1,7.301808357,0,0.04326999933,40.86999893
m859,0,0,0,0,84.90945435,0,0.06574200094,53.47000122
m860,3.589327335,0,0,0,13.40680122,1,2.517806053,9.430000305
m861,0,0,0,1,25.53086662,0,0.03502999991,42.84999847
m862,0,0,0,1,2.31092453,0,0.04984200001,53.65999985
m863,42.22114182,0,0,,19.13378143,1,1.200368047,15.32999992
m864,2.384873629,0,0,0,3.897180796,1,0.0747840032,44.59000015
m865,2.24579215,0,0,1,11.26399899,0,0.07011999935,32.08000183
m866,0,0,0,0,44.24324417,0,0.02156800032,21.67000008
m867,0,0,0,0,6.367969513,0,0.05010399967,35.29999924
m868,11.59012318,0,0,1,6.293706417,0,0.05769199878,36.97999954
m869,0,0,0,0,7.07692337,0,0.02532400005,45.09000015
m870,0,0,0,1,25.83333206,1,0.03400800005,42.56999969
m871,0,0,0,1,10.41975307,0,0.01196399983,61.11999893
m872,0,0,0,1,25.78947258,1,0.084863998,34.81999969
m873,23.54089737,0,0,1,21.91432762,0,0.1766300052,48.84000015
m874,0,0,0,,1.477987528,1,0.07207199931,39.11999893
m875,37.66896057,0,1,1,14.03222656,0,0.2482659966,25.18000031
m876,0,0,0,1,12.65041637,0,0.08798799664,40.50999832
m877,33.20091629,0,0,1,1.485411167,0,0.0391260013,69.26999664
m878,2.384873629,1,0,,14.4973278,1,0.223646,20.89999962
m879,0,0,0,1,1.447028399,1,0.072991997,30.38999939
m880,1.394955993,0,0,,22.64257813,1,0.1187200025,49.41999817
m881,0,0,0,1,1.134676576,0,0.09085199982,49
m882,0,0,0,0,15.79365158,0,0.05609399825,24.72999954
m883,8.939954758,0,0,0,6.82857132,1,0.1064499989,41.93999863
m884,0.6069588065,0,0,1,16.76384735,0,0.06946600229,53.77999878
m885,0,0,0,1,30.97561073,0,0.0148740001,46.38999939
m886,6.694162846,0,0,1,14.07494068,0,0.02948199958,29.14999962
m887,0,0,0,0,22.55506706,0,0.03171800077,25.63999939
m888,1.793875694,0,0,0,9.600277901,1,1.049524069,14.22999954
m889,6.694162846,0,0,1,22.47372627,0,0.03339599818,21.57999992
m890,0,0,0,1,7.503391743,0,0.1806340069,35.06999969
m891,0,0,0,0,45.70452499,1,0.04945600033,50.83000183
m892,3.151988983,0,0,1,25.08223724,1,0.3191640079,49.08000183
m893,6.694162846,0,0,1,17.15415001,0,0.4665780067,39.65000153
m894,0,0,0,1,15.33366776,0,0.2064740062,33.24000168
m895,2.384873629,0,0,1,2.66283536,1,0.1119859964,35.5
m896,0,0,0,0,8.735868454,0,0.03990799934,35.29999924
m897,8.465584755,0,0,1,23.6759758,1,0.4238300025,11.14000034
m898,1.394955993,0,0,1,21.53652382,0,0.03465000167,41.47999954
m899,0,0,0,1,6.849518299,0,0.05384999886,56.68999863
m900,0,0,0,1,4.3429842,0,0.03409799933,61.95999908
m901,0.3939986229,0,0,0,25.69142914,0,0.296434015,29.13999939
m902,1.793875694,0,0,1,12.08191109,0,0.02238599956,40.22999954
m903,0,0,0,1,5.758354664,0,0.06582400203,56.90999985
m904,0,0,0,1,29.62905693,0,0.1004120037,48.18000031
m905,6.694162846,1,0,1,16.49328232,0,0.2498020083,15.13000011
m906,0,0,0,0,10.44328499,1,0.115298003,35.09000015
m907,0,0,0,1,5.072323799,0,0.1096339971,47.84999847
m908,0,0,0,0,3.515850067,0,0.04061400145,44.08000183
m909,0,0,0,0,17.99342155,1,0.05454599857,24.10000038
m910,0,0,0,0,13.15301323,0,0.1000339985,29.35000038
m911,23.54089737,0,0,0,15.07856083,0,0.2507639825,32.56999969
m912,0,0,0,1,2.635658979,0,0.02631399967,20.5
m913,6.694162846,0,0,1,28.83223534,0,0.08651600033,35.27000046
m914,0,0,0,1,12.1383276,1,0.1037959978,17.98999977
m915,41.01355743,0,0,1,19.35649872,0,2.544219971,42.15999985
m916,0,0,0,0,42.49782562,0,0.09336999804,57.15000153
m917,0,0,0,1,45.71007156,0,0.1042800024,68.05999756
m918,0,0,0,,29.968256,0,0.07903999835,81.51000214
m919,35.16470337,1,0,0,39.76092148,1,0.5458319783,44.99000168
m920,0,0,0,,78.12081146,0,0.04709599912,71.02999878
m921,0,0,0,0,39.89463806,0,0.0943299979,71.22000122
m922,0,0,0,1,61.05844498,0,0.1572619975,53.20000076
m923,0,0,0,1,55.92900467,0,0.143810004,76.94000244
m924,0.9002867937,0,0,1,10.68181801,0,0.1003820002,61.45000076
m925,0,0,0,1,57.54936981,0,0.2707040012,54.68000031
m926,16.42244911,0,0,1,25.55683517,1,0.3754220009,73.95999908
m927,0,0,0,1,13.05583763,0,0.1227540001,61.47999954
m928,33.98270798,0,0,1,28.8300209,0,0.2815180123,55.11000061
m929,0,0,0,1,5.922242165,1,0.0957159996,73.37000275
m930,34.88299561,0,0,0,27.26937294,0,0.4460580051,70.75
m931,0,0,0,0,77.70399475,0,0.2539499998,67.05999756
m932,0,0,0,1,29.43887138,1,0.1475940049,55.50999832
m933,18.08394051,0,0,1,42.40978241,1,0.532679975,58.13999939
m934,15.87253094,0,0,1,3.880538702,0,0.492298007,66.20999908
m935,0,0,0,1,33.59332657,0,0.1645340025,57.27000046
m936,1.181995869,0,0,1,65.92338562,1,0.3862319887,51.25
m937,0,0,0,1,80.24742126,0,0.2583880126,78.98999786
m938,0,0,0,0,23.24448586,0,0.3907020092,47.45999908
m939,16.39804268,0,0,1,34.92237854,1,0.2478599995,55.77000046
m940,96.64334869,1,0,1,65.92734528,0,4.533514023,16.20000076
m941,0,0,0,1,50.54852295,0,0.04512399808,39.31000137
m942,49.84043503,0,0,0,64.37342072,0,0.07040400058,45.84000015
m943,0,0,0,1,54.8434906,0,0.06854200363,34.09000015
m944,0,0,0,1,78.96774292,0,0.1145500019,
m945,49.84043503,0,0,1,71.03404999,0,0.0963800028,32.63000107
m946,0.7614083886,0,0,1,86.69820404,1,0.1939360052,66.37000275
m947,45.42391968,0,0,1,58.01319504,0,0.2089760005,28.34000015
m948,0,0,0,1,25.47368431,0,0.08076000214,28.65999985
m949,0,0,0,,79.81735229,0,0.06358399987,32.54999924
m950,0.7614083886,1,0,0,78.34625244,1,0.4072799981,47.45999908
m951,0,0,0,0,69.97727203,0,0.05621000007,45.29999924
m952,0,0,0,,68.30381012,0,0.2466499954,71.63999939
m953,0,0,0,1,36.07954788,1,0.09805999696,40.59999847
m954,0,0,0,1,72.54528046,1,0.08844400197,45.31999969
m955,55.97338867,0,0,,23.65551758,0,0.7961519957,27.84000015
m956,0,0,0,0,86.29893494,0,0.1083440036,35.84999847
m957,45.42391968,0,0,,37.89015961,0,0.2491980046,21.45000076
m958,21.75980759,0,0,,22.2107029,0,0.3746480048,28.20000076
m959,10.56128597,0,0,,22.67008972,0,0.336055994,33.93999863
m960,0,0,0,1,79.15493011,0,0.1138100028,23.43000031
m961,77.23395538,0,0,0,48.46089172,0,0.2855719924,18.57999992
m962,0,0,0,1,84.99597168,0,0.1142959967,34.75999832
m963,49.84043503,0,0,1,76.3751297,1,0.2611660063,27.35000038
m964,0.3939986229,0,0,0,83.37062073,1,0.4238359928,29.82999992
m965,71.60024261,0,0,0,58.73599243,0,0.325120002,23.5
m966,45.42391968,0,0,0,48.63942337,0,0.3128760159,16.54000092
m967,1.528093576,0,0,1,60.84415436,0,0.05228200182,39.61000061
m968,10.56128597,0,0,1,80.04220581,0,0.2602719963,47.06999969
m969,0,0,0,0,49.1386528,0,0.3273740113,63.97000122
m970,0,0,0,,85.05882263,1,0.09655799717,38
m971,0,0,0,0,92.17761993,0,0.04318000004,33.50999832
m972,0,0,0,0,24.64228821,0,0.3429380059,60.22999954
m973,0,0,0,0,44.49023819,1,0.09334199876,40.27000046
m974,0,0,0,1,51.98651505,0,0.2414059937,33.58000183
m975,0,0,0,,39.2946434,1,0.3403579891,65.95999908
m976,0,0,0,0,54.07114792,0,0.09426800162,35.50999832
m977,0,0,0,1,82.09044647,1,0.2059819996,45.72000122
m978,10.56128597,0,0,0,38.19111252,0,0.170013994,31.46999931
m979,0,0,0,1,32.03840637,0,0.1614840031,51.31000137
m980,0,0,0,,46.12007141,0,0.1791179925,47.95000076
m981,0,0,0,1,81.70658875,0,0.05928999931,29.09000015
m982,0,0,0,1,33.33333588,0,0.03692200035,52
m983,0,0,0,1,29.84260368,0,0.04857200012,48.74000168
m984,49.84043503,0,0,0,83.20670319,0,0.1687400043,34.41999817
m985,0,0,0,1,68.92060852,1,0.1398639977,28.30999947
m986,0,0,0,0,49.86381149,1,0.08053199947,35.43999863
m987,3.928678513,1,0,1,16.46592522,1,22.98779106,11.01000023
m988,0,0,0,0,50.65534592,0,0.1679040045,25.42000008
m989,0,0,0,0,27.90477943,1,0.2593260109,17.36000061
m990,0,0,0,1,44.80398941,1,0.2995460033,31.06999969
m991,0,0,0,0,13.39834976,0,0.07417400181,29.20999908
m992,45.42391968,0,0,,8.407328606,0,0.1632000059,30.37000084
m993,85.71922302,1,0,0,23.72195816,1,2.859338045,35.47000122
m994,0,0,0,0,11.10480309,0,1.27897799,11.56000042
m995,40.29529953,0,0,0,22.49607658,0,0.2441720068,21.43000031
m996,2.430055618,0,0,1,2.526875734,1,0.4756000042,15.88000011
m997,0,0,0,1,16.15273094,0,0.1800940037,19.77000046
m998,13.3355608,0,0,0,17.30906868,1,0.6848599911,13.72999954
m999,34.17970657,1,0,1,40.45532227,0,1.349048018,15.22999954
m1000,40.24302673,0,0,1,17.7827549,0,0.3842779994,24.85000038
m1001,0,0,0,1,29.77375603,1,0.1076320037,27.27000046
m1002,0,0,0,1,10.59465313,1,0.08743000031,29.42000008
m1003,40.24302673,0,0,1,15.54492283,0,0.5977579951,18.70999908
m1004,0.1536594629,0,0,1,3.592232943,1,0.1404740065,23.86000061
m1005,0,0,0,1,9.193964005,1,0.6131619811,21.46999931
m1006,0,0,0,1,42.44667053,1,0.2033060044,17.97999954
m1007,40.24302673,0,0,1,14.19642258,0,0.3272880018,21.48999977
m1008,0,0,0,1,12.4000473,0,0.7045480013,15.55000019
m1009,0,0,0,0,24.37336349,0,0.1093840003,22.69000053
m1010,0.8545829654,0,0,1,6.664652348,1,0.3147299886,18.37999916
m1011,34.83729172,0,0,,2.813753605,1,0.1525280029,18.68000031
m1012,33.98270798,0,0,1,45.84415436,1,0.1499599963,30.68000031
m1013,13.16220188,1,0,0,21.59381866,1,2.882040024,12.76000023
m1014,0,0,0,0,11.29734707,0,0.5046399832,23.78000069
m1015,0,0,0,1,2.447629452,1,0.1744699925,21.40999985
m1016,45.42391968,0,0,1,7.957304478,0,0.2179659903,26.40999985
m1017,45.42391968,0,0,1,3.602732658,0,0.4321680069,18.37000084
m1018,0,0,0,1,5.037097931,0,0.1500380039,16.51000023
m1019,2.430055618,0,0,0,14.50496864,1,0.6077200174,18.44000053
m1020,0,0,0,1,17.45190048,0,0.1854339987,29.95000076
m1021,0,0,0,1,4.845671654,0,0.1797399968,22.53000069
m1022,0,0,0,0,15.10896492,1,1.877975941,15.52999973
m1023,0,0,0,1,19.02086639,0,0.0574500002,21.95999908
m1024,0.1536594629,0,0,1,17.70833397,0,0.07853999734,18.95000076
m1025,0,0,0,1,3.803512812,1,0.08045999706,21.04999924
m1026,0,0,0,1,7.270288467,0,0.1684259921,25.71999931
m1027,0,0,0,1,36.69079971,0,0.8138219714,16.67000008
m1028,79.39481354,0,0,0,14.65639782,0,0.3972600102,17.29999924
m1029,52.17191315,1,0,1,21.8562336,1,0.843569994,33.45000076
m1030,1.006666541,0,0,0,44,1,0.4169340134,41.45999908
m1031,0.7879972458,0,0,1,45.33333206,0,0.06643000245,53.70000076
m1032,0,0,0,0,54.7305336,0,0.2171020061,
m1033,0,0,0,0,36.06407166,0,0.06792400032,36.09999847
m1034,52.1108284,0,0,0,57.06624222,0,0.4580720067,30.56999969
m1035,25.48441696,1,0,1,22.32110023,1,0.5464500189,
m1036,21.9236393,1,0,0,32.7967453,0,0.8931900263,24.67000008
m1037,21.9236393,0,0,1,15.57569027,1,0.2458200008,26.70000076
m1038,0,0,0,0,55.72138977,0,0.02895599976,46.04999924
m1039,21.86421204,0,0,,33.33333588,1,0.1121499985,57.34999847
m1040,0,0,0,0,18.00860405,0,0.158513993,35.24000168
m1041,8.540474892,0,0,1,58.59635925,0,0.1271159947,27.23999977
m1042,0,0,0,0,25.77803802,0,0.118309997,64.01999664
m1043,1.174513817,0,0,0,43.94117737,0,0.09185999632,62.83000183
m1044,18.71222305,0,0,0,44.99337387,0,0.4072880149,43.40000153
m1045,18.71222305,0,0,0,24.47349358,0,0.1108240038,55.49000168
m1046,0,0,0,0,17.1875,0,0.03555199876,45.88000107
m1047,11.3852663,0,0,1,78.51605988,0,0.04668200016,26.63999939
m1048,0,0,0,0,18.92285347,0,0.1003200039,53.45000076
m1049,0,0,0,0,22.3511219,0,0.108446002,72.41999817
m1050,0,0,0,0,41.19487,0,0.1215040013,33.72999954
m1051,0,0,0,,26.8211937,1,0.1045899987,54.90999985
m1052,18.71222305,0,0,0,26.1744976,0,0.2528060079,32.09000015
m1053,73.61791992,1,1,1,43.02587128,1,0.3575479984,26.64999962
m1054,35.62429428,0,0,1,63.32730484,0,0.05592400208,17.71999931
m1055,0,0,0,,54.82292175,0,0.4247780144,51.63000107
m1056,0,1,0,,56.30955505,1,0.6495580077,29.37999916
m1057,0,0,0,1,45.10822678,1,0.178452,40.02000046
m1058,0,0,0,0,39.51865005,0,0.3216360211,
m1059,0,0,0,0,59.93857574,0,0.3017559946,37.09999847
m1060,16.91995049,0,0,0,58.36734772,0,0.1458580047,18.65999985
m1061,35.62429428,0,0,1,42.84632874,0,0.07988800108,23.80999947
m1062,0,0,0,1,16.35991859,0,0.2358560115,37.22000122
m1063,16.91995049,0,0,1,67.79865265,0,0.1155640036,38.97000122
m1064,0,0,0,1,66.1098175,0,0.3915640116,37.06000137
m1065,35.62429428,0,1,0,47.11155319,1,0.27956599,35.11000061
m1066,4.806032181,1,0,,0.1214329004,1,0.7259920239,42.45000076
m1067,2.454611301,0,0,1,0.149253726,1,0.05623000115,19.82999992
m1068,0,1,0,,59.83044434,1,0.4056040049,37.25
m1069,0,0,0,,60.00000381,0,0.05103000253,
m1070,0,0,0,,60.00000381,0,0.08173400164,52.84000015
m1071,0,0,0,,60.00000381,0,0.03255999833,58.79999924
m1072,0,0,0,,60.00000381,0,0.03847000003,
m1073,0,0,0,,60.00000381,0,0.002880000044,71.18000031
m1074,0,0,0,1,59.87779999,0,0.06929200143,58.16999817
m1075,0,0,0,,60.00000381,0,0.0289040003,
m1076,0,0,0,,60.00000381,1,0.03981399909,57.90999985
m1077,0.3939986229,1,0,1,0.0748783201,0,0.2481440008,57.34999847
m1078,0,0,0,,0,0,0.06409800053,
m1079,0,0,0,,0,0,0.006143999752,
m1080,0,0,0,,0,0,0.01221199986,
m1081,0,0,0,,0,0,0.03762999922,97.79000092
m1082,0,0,0,,0,0,0.001578000025,
m1083,0,0,0,,0,0,0.006833999883,
m1084,0,0,0,,0,0,0.02122600004,
m1085,0,0,0,,0,0,0.00368799991,
m1086,31.63059998,1,1,1,0.01791151799,1,0.615891993,42.63000107
m1087,0,0,0,,0,0,0.2154600024,
m1088,0,1,0,0,34.38820648,0,0.1943079978,51.77999878
m1089,0,0,0,,5.208333015,0,0.03604600206,
m1090,0,0,0,,0,0,0.01185599994,83.55000305
m1091,0,0,0,,0,0,0.009262000211,
m1092,0,0,0,,24.56140327,0,0.02139999904,78.76999664
m1093,1.174513817,1,0,0,82.59719086,1,0.1631519943,45.34999847
m1094,1.174513817,0,0,0,43.85128784,0,0.1374640018,
m1095,1.335659266,0,0,0,71.27272797,0,0.03338000178,58.06000137
m1096,1.683950067,0,0,,40.67632675,0,0.2087280005,82.45999908